,age,age_onset,birthplace,filename,native_language,sex,speakerid,country,file_missing?,zero_crossing
145,26.0,2.0,"riyadh, saudi arabia",arabic75,arabic,female,1885,saudi arabia,False,171.5830078125
146,25.0,4.0,"jiddah, saudi arabia",arabic76,arabic,male,1892,saudi arabia,False,222.6337890625
147,18.0,4.0,"ad dammam, saudi arabia",arabic77,arabic,female,1894,saudi arabia,False,240.5341796875
148,19.0,3.0,"washington, district of columbia, usa",arabic78,arabic,female,1897,usa,False,196.3857421875
149,24.0,13.0,"medina, saudi arabia",arabic79,arabic,female,1899,saudi arabia,False,233.4091796875
151,25.0,11.0,"najran, saudi arabia",arabic80,arabic,male,1901,saudi arabia,False,194.7890625
152,22.0,17.0,"riyadh, saudi arabia",arabic81,arabic,male,1914,saudi arabia,False,151.5576171875
154,22.0,21.0,"riyadh, saudi arabia",arabic83,arabic,male,1920,saudi arabia,False,295.86279296875
155,26.0,12.0,"medina, saudi arabia",arabic84,arabic,female,1927,saudi arabia,False,287.67529296875
156,24.0,14.0,"ad dammam, saudi arabia",arabic85,arabic,female,1963,saudi arabia,False,230.77490234375
163,57.0,12.0,"riyadh, saudi arabia",arabic91,arabic,female,2086,saudi arabia,False,515.7197265625
168,21.0,7.0,"riyadh, saudi arabia",arabic96,arabic,male,2153,saudi arabia,False,208.220703125
171,25.0,16.0,"ad dammam, saudi arabia",arabic99,arabic,female,2157,saudi arabia,False,287.92529296875
177,23.0,11.0,"armavir, russia",armenian6,armenian,male,1228,russia,False,71.14501953125
187,43.0,40.0,"jianchuan, yunnan, china",bai1,bai,female,28,china,False,1044.35888671875
198,54.0,10.0,"erding, bavaria, germany",bavarian1,bavarian,female,687,germany,False,199.2529296875
199,52.0,10.0,"berchtesgaden, germany",bavarian2,bavarian,female,1045,germany,False,182.3388671875
205,34.0,3.5,"durgapur, west bengal, india",bengali11,bengali,male,1018,india,False,127.6787109375
208,26.0,4.0,"kolkata, india",bengali14,bengali,male,1973,india,False,100.76806640625
216,29.0,4.0,"jamshedpur, jharkhand, india",bengali6,bengali,male,624,india,False,133.07666015625
219,61.0,12.0,"kolkata, india",bengali9,bengali,female,987,india,False,146.72265625
249,22.0,12.0,"hong kong, china",cantonese1,cantonese,female,45,china,False,217.7763671875
250,25.0,3.0,"xiamen, fujian, china",cantonese10,cantonese,female,505,china,False,171.41943359375
251,22.0,3.0,"hong kong, china",cantonese11,cantonese,female,544,china,False,203.37353515625
252,20.0,4.0,"macau, china",cantonese12,cantonese,female,602,china,False,227.07470703125
253,21.0,3.0,"hong kong, china",cantonese13,cantonese,female,730,china,False,279.6279296875
254,19.0,3.0,"hong kong, china",cantonese14,cantonese,female,742,china,False,131.93408203125
255,31.0,12.0,"qingyuan, guangdong, china",cantonese15,cantonese,female,862,china,False,226.4384765625
256,29.0,3.0,"hong kong, china",cantonese16,cantonese,female,874,china,False,110.72119140625
257,26.0,3.0,"hong kong, china",cantonese17,cantonese,female,878,china,False,111.255859375
258,19.0,3.0,"hong kong, china",cantonese18,cantonese,male,885,china,False,79.88623046875
259,28.0,7.0,"hong kong, china",cantonese19,cantonese,female,1247,china,False,270.25341796875
260,20.0,13.0,"hong kong, china",cantonese2,cantonese,male,46,china,False,362.419921875
261,18.0,3.0,"hong kong, china",cantonese20,cantonese,male,1480,china,False,129.4375
262,18.0,4.0,"hong kong, china",cantonese21,cantonese,female,1558,china,False,227.56005859375
263,30.0,3.0,"hong kong, china",cantonese22,cantonese,female,1974,china,False,212.48779296875
264,33.0,6.0,"hong kong, china",cantonese23,cantonese,male,1975,china,False,195.32421875
265,22.0,6.0,"hong kong, china",cantonese3,cantonese,male,47,china,False,230.92578125
266,29.0,13.0,"fuzhou, fujian, china",cantonese4,cantonese,female,48,china,False,425.74658203125
267,18.0,14.0,"hong kong, china",cantonese5,cantonese,male,49,china,False,185.0126953125
268,25.0,5.0,"hong kong, china",cantonese6,cantonese,male,462,china,False,258.2158203125
269,31.0,4.0,"hong kong, china",cantonese7,cantonese,male,494,china,False,220.701171875
270,23.0,2.0,"hong kong, china",cantonese8,cantonese,female,498,china,False,132.9482421875
271,22.0,7.0,"hong kong, china",cantonese9,cantonese,male,502,china,False,241.54541015625
315,39.0,12.0,"essen, belgium",dutch10,dutch,male,913,belgium,False,186.1240234375
316,41.0,14.0,"brugge, belgium",dutch11,dutch,male,929,belgium,False,125.77783203125
321,23.0,12.0,"antwerp, belgium",dutch16,dutch,female,1260,belgium,False,176.591796875
322,21.0,12.0,"wilrijk, belgium",dutch17,dutch,female,1261,belgium,False,260.03466796875
323,23.0,14.0,"antwerp, belgium",dutch18,dutch,male,1262,belgium,False,215.2236328125
324,22.0,11.0,"heist-op-den-berg, belgium",dutch19,dutch,female,1263,belgium,False,231.14111328125
326,21.0,13.0,"vlaams-brabant, belgium",dutch20,dutch,female,1264,belgium,False,223.642578125
327,21.0,13.0,"diest, belgium",dutch21,dutch,female,1265,belgium,False,269.15673828125
328,23.0,13.0,"essen, belgium",dutch22,dutch,female,1266,belgium,False,184.9658203125
329,23.0,13.0,"antwerp, belgium",dutch23,dutch,male,1268,belgium,False,192.40087890625
330,23.0,14.0,"seoul, south korea",dutch24,dutch,female,1269,south korea,False,233.9619140625
331,23.0,13.0,"wilrijk, belgium",dutch25,dutch,female,1270,belgium,False,193.58349609375
332,23.0,13.0,"turnhout, belgium",dutch26,dutch,female,1271,belgium,False,180.97705078125
333,21.0,13.0,"antwerp, belgium",dutch27,dutch,female,1274,belgium,False,241.216796875
334,22.0,8.0,"antwerp, belgium",dutch28,dutch,male,1275,belgium,False,153.81201171875
337,21.0,14.0,"sint-niklaas, belgium",dutch30,dutch,female,1462,belgium,False,332.55322265625
338,23.0,13.0,"antwerp, belgium",dutch31,dutch,female,1463,belgium,False,198.6904296875
339,21.0,14.0,"brasschaat, belgium",dutch32,dutch,male,1464,belgium,False,789.0810546875
340,22.0,9.0,"mechelen, belgium",dutch33,dutch,female,1466,belgium,False,245.7314453125
341,22.0,14.0,"bornem, belgium",dutch34,dutch,female,1468,belgium,False,211.84130859375
342,21.0,13.0,"mortsel, belgium",dutch35,dutch,female,1473,belgium,False,113.6689453125
343,21.0,12.0,"turnhout, belgium",dutch36,dutch,female,1476,belgium,False,143.66552734375
344,21.0,11.0,"antwerp, belgium",dutch37,dutch,female,1479,belgium,False,220.90673828125
345,21.0,12.0,"beveren, belgium",dutch38,dutch,female,1481,belgium,False,121.94580078125
347,18.0,10.0,"bilzen, flanders, belgium",dutch4,dutch,male,743,belgium,False,351.88818359375
352,21.0,12.0,"antwerp, belgium",dutch44,dutch,female,1740,belgium,False,318.56591796875
353,22.0,2.0,"sint niklaas, belgium",dutch45,dutch,male,1742,belgium,False,109.47607421875
354,22.0,12.0,"hulshout, belgium",dutch46,dutch,female,1743,belgium,False,237.287109375
357,46.0,10.0,"brussels, belgium",dutch6,dutch,female,847,belgium,False,184.76416015625
363,42.0,0.0,"pittsburgh, pennsylvania, usa",english1,english,male,61,usa,False,158.58203125
364,35.0,0.0,"davenport, iowa, usa",english10,english,female,62,usa,False,112.029296875
365,23.0,0.0,"miami, florida, usa",english100,english,female,63,usa,False,149.716796875
366,18.0,0.0,"toronto, ontario, canada",english101,english,female,64,canada,False,167.3798828125
367,22.0,0.0,"torrington, connecticut, usa",english102,english,male,65,usa,False,180.50048828125
368,21.0,0.0,"staten island, new york, usa",english103,english,male,66,usa,False,73.904296875
369,18.0,0.0,"youngstown, ohio, usa",english104,english,female,67,usa,False,107.8203125
370,57.0,0.0,"windsor, ontario, canada",english105,english,male,407,canada,False,133.85107421875
371,39.0,0.0,"los angeles, california, usa",english106,english,female,408,usa,False,159.73828125
372,19.0,0.0,"chicago, illinois, usa",english107,english,male,416,usa,False,184.61279296875
373,21.0,0.0,"strabane, northern ireland, uk",english108,english,male,419,uk,False,117.72509765625
374,26.0,0.0,"concord, new hampshire, usa",english109,english,female,420,usa,False,141.11767578125
375,35.0,0.0,"staffordshire, uk",english11,english,female,68,uk,False,210.4033203125
376,21.0,0.0,"great yarmouth, norfolk, uk",english110,english,male,421,uk,False,195.4794921875
377,21.0,0.0,"bombay, india",english111,english,male,426,india,False,136.2333984375
379,31.0,0.0,"wrexham, wales, uk",english113,english,male,439,uk,False,225.17724609375
380,38.0,0.0,"birmingham 2, alabama, usa",english114,english,female,442,usa,False,152.58740234375
381,31.0,0.0,"st. albans, hertfordshire, uk",english115,english,male,443,uk,False,164.130859375
382,56.0,0.0,"atlanta, georgia, usa",english116,english,male,444,usa,False,181.93896484375
383,60.0,0.0,"elmore, alabama, usa",english117,english,female,445,usa,False,142.17626953125
384,19.0,0.0,"akron, ohio, usa",english118,english,male,446,usa,False,170.73876953125
385,32.0,0.0,"saskatoon, saskatchewan, canada",english119,english,female,455,canada,False,125.66845703125
386,71.0,0.0,"leicester, uk",english12,english,female,69,uk,False,259.42578125
387,65.0,0.0,"saskatoon, saskatchewan, canada",english120,english,male,456,canada,False,112.12255859375
388,21.0,0.0,"waconia, minnesota, usa",english121,english,male,465,usa,False,123.80517578125
390,28.0,0.0,"riverside, california, usa",english123,english,female,469,usa,False,101.87060546875
391,38.0,0.0,"brooklyn, new york, usa",english124,english,male,480,usa,False,119.52197265625
392,28.0,0.0,"st. george, queensland, australia",english125,english,male,485,australia,False,50.80078125
393,34.0,0.0,"cincinnati, ohio, usa",english126,english,female,487,usa,False,126.71533203125
394,39.0,0.0,"new britain, connecticut, usa",english127,english,male,489,usa,False,114.2626953125
395,20.0,0.0,"miami, florida, usa",english128,english,female,490,usa,False,151.12890625
396,25.0,0.0,"blackpool, lancashire, uk",english129,english,male,492,uk,False,149.009765625
397,69.0,0.0,"henley on thames, oxfordshire, uk",english13,english,male,70,uk,False,223.71240234375
399,23.0,0.0,"west palm beach, florida, usa",english131,english,male,497,usa,False,168.51318359375
400,18.0,0.0,"toronto, ontario, canada",english132,english,female,503,canada,False,152.32275390625
401,36.0,0.0,"norwich, new york, usa",english133,english,female,504,usa,False,113.74853515625
402,22.0,0.0,"belfast, northern ireland, uk",english134,english,female,506,uk,False,150.80810546875
403,22.0,0.0,"orange beach, alabama, usa",english135,english,male,507,usa,False,167.376953125
404,25.0,0.0,"calgary, alberta, canada",english136,english,male,508,canada,False,52.720703125
405,26.0,0.0,"charleston, west virginia, usa",english137,english,male,509,usa,False,137.671875
406,25.0,0.0,"palmer, alaska, usa",english138,english,female,510,usa,False,150.20458984375
407,20.0,0.0,"providence, rhode island, usa",english139,english,male,511,usa,False,118.8564453125
408,40.0,0.0,"belfast, northern ireland, uk",english14,english,male,71,uk,False,171.2822265625
410,19.0,0.0,"york, uk",english141,english,male,516,uk,False,134.353515625
411,19.0,0.0,"avon, new york, usa",english142,english,male,517,usa,False,138.8203125
412,42.0,0.0,"minneapolis, minnesota, usa",english143,english,male,518,usa,False,232.78759765625
413,24.0,0.0,"barneys river, nova scotia, canada",english144,english,male,519,canada,False,155.4921875
414,18.0,0.0,"bury st. edmunds, uk",english145,english,male,521,uk,False,62.376953125
415,22.0,0.0,"blytheville, arkansas, usa",english146,english,male,522,usa,False,151.03076171875
416,40.0,0.0,"merced, california, usa",english147,english,female,523,usa,False,109.205078125
417,31.0,0.0,"sydney, australia",english148,english,male,525,australia,False,136.86962890625
418,18.0,0.0,"lawrenceville, georgia, usa",english149,english,male,526,usa,False,118.7509765625
419,7.0,0.0,"norton, virginia, usa",english15,english,female,72,usa,False,177.521484375
420,31.0,0.0,"brownsville, kentucky, usa",english150,english,male,527,usa,False,125.56103515625
421,18.0,0.0,"baltimore, maryland, usa",english151,english,male,528,usa,False,150.05712890625
422,18.0,0.0,"adelaide, australia",english152,english,male,529,australia,False,274.35009765625
423,35.0,0.0,"brisbane, australia",english153,english,male,533,australia,False,112.0048828125
424,28.0,0.0,"glace bay, nova scotia, canada",english154,english,male,534,canada,False,149.47021484375
425,35.0,0.0,"oakland, california, usa",english155,english,male,535,usa,False,162.4296875
427,35.0,0.0,"fort worth, texas, usa",english157,english,male,538,usa,False,108.81884765625
428,18.0,0.0,"washington, district of columbia, usa",english158,english,female,540,usa,False,138.0283203125
429,18.0,0.0,"ottawa, ontario, canada",english159,english,male,541,canada,False,206.88623046875
430,21.0,0.0,"wise, virginia, usa",english16,english,male,73,usa,False,154.73193359375
431,21.0,0.0,"redwood falls, minnesota, usa",english160,english,female,542,usa,False,174.642578125
432,75.0,0.0,"wakefield, ohio, usa",english161,english,female,546,usa,False,197.11181640625
433,41.0,0.0,"delaware, ohio, usa",english162,english,female,548,usa,False,154.3310546875
434,41.0,0.0,"fairview park, ohio, usa",english163,english,male,547,usa,False,169.021484375
435,38.0,0.0,"leeds, uk",english164,english,male,549,uk,False,149.263671875
436,43.0,0.0,"detroit, michigan, usa",english165,english,female,550,usa,False,182.787109375
437,18.0,0.0,"glenside, pennsylvania, usa",english166,english,male,551,usa,False,113.77197265625
438,43.0,0.0,"lakeview, michigan, usa",english167,english,male,552,usa,False,180.3603515625
439,40.0,0.0,"oceanside, california, usa",english168,english,male,554,usa,False,140.095703125
440,18.0,0.0,"cleveland, mississippi, usa",english169,english,male,555,usa,False,148.5771484375
441,79.0,0.0,"darwin va, virginia, usa",english17,english,male,74,usa,False,89.060546875
442,50.0,0.0,"belmont, mississippi, usa",english170,english,female,556,usa,False,92.03564453125
443,21.0,0.0,"st. louis, missouri, usa",english171,english,male,563,usa,False,152.376953125
445,19.0,0.0,"libertyville, illinois, usa",english173,english,male,567,usa,False,196.48388671875
447,24.0,0.0,"seattle, washington, usa",english175,english,male,572,usa,False,115.4091796875
448,18.0,0.0,"elizabeth city, north carolina, usa",english176,english,female,573,usa,False,248.5673828125
449,23.0,0.0,"new orleans, louisiana, usa",english177,english,female,574,usa,False,76.99658203125
450,30.0,0.0,"wilkes-barre, pennsylvania, usa",english178,english,male,583,usa,False,127.77880859375
451,57.0,0.0,"huron, south dakota, usa",english179,english,male,584,usa,False,157.8154296875
452,39.0,0.0,"dickenson county, virginia, usa",english18,english,female,75,usa,False,134.81494140625
453,20.0,0.0,"newport, rhode island, usa",english180,english,male,585,usa,False,113.39404296875
454,68.0,0.0,"new eagle, pennsylvania, usa",english181,english,male,586,usa,False,88.68212890625
455,50.0,0.0,"troy, new york, usa",english182,english,male,590,usa,False,106.00146484375
457,18.0,0.0,"hillsboro, oregon, usa",english184,english,female,597,usa,False,92.69775390625
458,38.0,0.0,"oxford, uk",english185,english,male,604,uk,False,237.57275390625
459,39.0,0.0,"gadsden, alabama, usa",english186,english,female,605,usa,False,154.35107421875
460,42.0,0.0,"algona, iowa, usa",english187,english,female,606,usa,False,173.4970703125
461,35.0,0.0,"edinburgh, scotland, uk",english188,english,male,611,uk,False,130.1015625
462,19.0,0.0,"grand forks, north dakota, usa",english189,english,male,617,usa,False,152.7802734375
463,53.0,0.0,"louisville, kentucky, usa",english19,english,male,76,usa,False,133.38916015625
464,27.0,0.0,"oak park, illinois, usa",english190,english,male,618,usa,False,123.47265625
465,19.0,0.0,"las cruces, new mexico, usa",english191,english,male,631,usa,False,172.765625
466,27.0,0.0,"east lansing, michigan, usa",english192,english,female,636,usa,False,137.64306640625
467,32.0,0.0,"honolulu, hawaii, usa",english193,english,male,637,usa,False,107.6845703125
468,19.0,0.0,"manchester, england, uk",english194,english,male,638,uk,False,149.927734375
469,21.0,0.0,"delavan, wisconsin, usa",english195,english,female,639,usa,False,219.24560546875
471,22.0,0.0,"iowa city, iowa, usa",english197,english,male,662,usa,False,157.95849609375
472,56.0,0.0,"washington, district of columbia, usa",english198,english,male,663,usa,False,134.62255859375
473,25.0,0.0,"bay shore, new york, usa",english199,english,male,664,usa,False,221.8486328125
474,30.0,0.0,"birmingham, uk",english2,english,female,77,uk,False,119.23974609375
475,27.0,0.0,"mt. holly, north carolina, usa",english20,english,female,78,usa,False,167.88623046875
476,22.0,0.0,"berkeley, california, usa",english200,english,female,667,usa,False,114.9541015625
477,26.0,0.0,"warren, michigan, usa",english201,english,female,668,usa,False,87.89404296875
478,19.0,0.0,"crisfield, maryland, usa",english202,english,male,673,usa,False,105.5126953125
479,63.0,0.0,"boston, massachusetts, usa",english203,english,female,674,usa,False,168.57177734375
480,53.0,0.0,"chicago, illinois, usa",english204,english,male,678,usa,False,64.2080078125
481,45.0,0.0,"blue earth, minnesota, usa",english205,english,female,679,usa,False,157.12158203125
482,35.0,0.0,"hucknall, nottinghamshire, england, uk",english206,english,female,680,uk,False,254.66162109375
483,23.0,0.0,"wilkes-barre, pennsylvania, usa",english207,english,female,684,usa,False,249.83349609375
484,46.0,0.0,"washington, dc, usa",english208,english,male,695,usa,False,123.64990234375
486,37.0,0.0,"boston, massachusetts, usa",english21,english,female,79,usa,False,110.4052734375
487,23.0,0.0,"trenton, nova scotia, canada",english210,english,female,705,canada,False,100.33837890625
488,30.0,0.0,"worcester, massachusetts, usa",english211,english,male,720,usa,False,146.9609375
489,24.0,0.0,"spartanburg, south carolina, usa",english212,english,male,729,usa,False,97.28759765625
490,38.0,0.0,"dodge city, kansas, usa",english213,english,male,734,usa,False,125.76123046875
491,26.0,0.0,"myrtle beach, south carolina, usa",english214,english,male,737,usa,False,97.806640625
492,20.0,0.0,"lemington spa, warwickshire, uk",english215,english,male,738,uk,False,146.0205078125
493,48.0,0.0,"chicago, illinois, usa",english216,english,female,739,usa,False,87.88330078125
494,66.0,0.0,"harrow, middlesex, uk",english217,english,male,740,uk,False,134.01416015625
495,27.0,0.0,"abingdon, virginia, usa",english218,english,female,747,usa,False,88.41357421875
496,38.0,0.0,"oakland, california, usa",english219,english,female,748,usa,False,178.6591796875
498,18.0,0.0,"anaheim, california, usa",english220,english,female,749,usa,False,167.5107421875
499,45.0,0.0,"london, uk",english221,english,male,754,uk,False,110.27880859375
500,18.0,0.0,"auburn, indiana, usa",english222,english,female,764,usa,False,112.080078125
501,18.0,0.0,"erie, pennsylvania, usa",english223,english,male,767,usa,False,184.73388671875
503,50.0,0.0,"dundee, scotland, uk",english225,english,male,771,uk,False,175.1396484375
504,38.0,0.0,"walton-on-thames, surrey, uk",english226,english,male,772,uk,False,124.94873046875
505,42.0,0.0,"camberley, surrey, uk",english227,english,female,773,uk,False,183.51806640625
506,59.0,0.0,"glasgow, scotland, uk",english228,english,female,774,uk,False,127.4111328125
507,25.0,0.0,"burlington, vermont, usa",english229,english,male,775,usa,False,120.5771484375
508,43.0,0.0,"englewood, tennessee, usa",english23,english,male,81,usa,False,161.3427734375
509,35.0,0.0,"launceston, tasmania, australia",english230,english,male,776,australia,False,203.82275390625
510,22.0,0.0,"tampa, florida, usa",english231,english,male,791,usa,False,109.9150390625
511,32.0,0.0,"metairie, louisiana, usa",english232,english,female,798,usa,False,138.84130859375
512,26.0,0.0,"edmonton, alberta, canada",english233,english,female,793,canada,False,71.5390625
513,49.0,0.0,"bloomington, indiana, usa",english234,english,male,794,usa,False,195.48046875
514,52.0,0.0,"richmond, virginia, usa",english235,english,female,795,usa,False,270.43408203125
515,44.0,0.0,"st. charles, illinois, usa",english236,english,male,799,usa,False,114.15234375
516,22.0,0.0,"jeffersonville, ohio, usa",english237,english,female,801,usa,False,142.10986328125
517,21.0,0.0,"vancouver, british  columbia, canada",english238,english,female,802,canada,False,40.7099609375
519,37.0,0.0,"glasgow, scotland, uk",english24,english,male,82,uk,False,178.140625
520,26.0,0.0,"guelph, ontario, canada",english240,english,male,815,canada,False,93.96337890625
522,77.0,0.0,"laurel, mississippi, usa",english242,english,female,818,usa,False,186.38037109375
523,27.0,0.0,"fredericton, new brunswick, canada",english243,english,male,820,canada,False,193.64794921875
524,23.0,0.0,"san francisco, california, usa",english244,english,male,821,usa,False,97.65625
525,25.0,0.0,"pittsburgh, pennsylvania, usa",english245,english,male,824,usa,False,70.43505859375
526,32.0,0.0,"los angeles, california, usa",english246,english,male,825,usa,False,91.75927734375
527,33.0,0.0,"prince rupert, british columbia, canada",english247,english,male,835,canada,False,171.9052734375
528,18.0,0.0,"philadelphia, pennsylvania, usa",english248,english,female,840,usa,False,251.1376953125
529,29.0,0.0,"boston, massachusetts, usa",english249,english,female,850,usa,False,116.64990234375
530,57.0,0.0,"atlanta, georgia, usa",english25,english,male,83,usa,False,209.9375
531,19.0,0.0,"chester, england, uk",english250,english,male,852,uk,False,243.31103515625
532,21.0,0.0,"mt. kisco, new york, usa",english251,english,male,855,usa,False,114.3994140625
533,25.0,0.0,"san jose ca, california, usa",english252,english,female,856,usa,False,105.86083984375
535,39.0,0.0,"eugene, oregon, usa",english254,english,male,858,usa,False,123.990234375
537,23.0,0.0,"laurinburg, north carolina, usa",english256,english,male,861,usa,False,136.6044921875
538,24.0,0.0,"san diego, california, usa",english257,english,male,863,usa,False,207.26318359375
541,71.0,0.0,"smith island, maryland, usa",english26,english,male,84,usa,False,218.07470703125
542,18.0,0.0,"phoenix, arizona, usa",english260,english,female,871,usa,False,98.515625
543,59.0,0.0,"forestville, maryland, usa",english261,english,female,875,usa,False,135.556640625
544,60.0,0.0,"naylor, maryland, usa",english262,english,male,876,usa,False,118.42333984375
545,21.0,0.0,"oak forest, illinois, usa",english263,english,male,884,usa,False,106.6416015625
546,21.0,0.0,"freemont, california, usa",english264,english,male,889,usa,False,234.57568359375
547,31.0,0.0,"vancouver wa, washington, usa",english265,english,male,890,usa,False,191.25341796875
548,18.0,0.0,"san diego, california, usa",english266,english,male,899,usa,False,225.287109375
549,66.0,0.0,"leeds, uk",english267,english,male,900,uk,False,115.3935546875
550,67.0,0.0,"leeds, uk",english268,english,female,901,uk,False,102.28515625
551,22.0,0.0,"adelaide, australia",english269,english,female,902,australia,False,128.22265625
552,37.0,0.0,"smith island, maryland, usa",english27,english,female,85,usa,False,208.40234375
555,20.0,0.0,"dallas, texas, usa",english272,english,male,905,usa,False,144.02783203125
556,46.0,0.0,"blue bell, pennsylvania, usa",english273,english,male,907,usa,False,164.8037109375
557,25.0,0.0,"sydney, australia",english274,english,female,909,australia,False,220.1513671875
558,20.0,0.0,"clifton, new jersey, usa",english275,english,female,912,usa,False,130.82373046875
559,50.0,0.0,"chattanooga, tennessee, usa",english276,english,female,918,usa,False,129.97119140625
560,48.0,0.0,"hudson, new york, usa",english277,english,female,919,usa,False,182.44384765625
561,18.0,0.0,"augusta, georgia, usa",english278,english,female,921,usa,False,55.966796875
563,54.0,0.0,"toronto, ontario, canada",english28,english,male,86,canada,False,150.97509765625
565,23.0,0.0,"ramsey mn, minnesota, usa",english281,english,male,937,usa,False,233.22607421875
566,20.0,0.0,"tampa, florida, usa",english282,english,male,939,usa,False,175.48779296875
567,18.0,0.0,"pelham, new york, usa",english283,english,male,951,usa,False,158.36376953125
568,33.0,0.0,"gainesville, florida, usa",english284,english,male,952,usa,False,129.93701171875
569,50.0,0.0,"melbourne, australia",english285,english,male,961,australia,False,153.64501953125
570,21.0,0.0,"beaumont, texas, usa",english286,english,female,977,usa,False,277.14697265625
572,26.0,0.0,"st. louis, missouri, usa",english288,english,female,982,usa,False,287.2587890625
573,19.0,0.0,"fairfax, virginia, usa",english289,english,female,983,usa,False,150.27880859375
574,54.0,0.0,"lindsay, ontario, canada",english29,english,female,87,canada,False,291.0009765625
